Page,Date,Focal_tree,Site,Focal_sp,Plot,Tree,Transect_d,Transect_m,Family,Genus,Species,Individuals,Height_cm,Width_cm
BOOK 2,18/02/2021,BOFVIMA6,BOF,VIM,A,6,W,2,,,,,,
BOOK 2,18/02/2021,BOFVIMA6,BOF,VIM,A,6,W,3,,,,,,
BOOK 2,18/02/2021,BOFVIMA6,BOF,VIM,A,6,W,4,,,,,,
BOOK 2,18/02/2021,BOFVIMA6,BOF,VIM,A,6,W,5,,,,,,
BOOK 2,18/02/2021,BOFVIMA6,BOF,VIM,A,6,W,6,,,,,,
BOOK 2,18/02/2021,BOFVIMA6,BOF,VIM,A,6,W,7,,,,,,
BOOK 2,18/02/2021,BOFVIMA6,BOF,VIM,A,6,W,8,,,,,,
BOOK 2,18/02/2021,BOFVIMA6,BOF,VIM,A,6,W,9,Dennstaedtiaceae,Pteridium,esculentum,1,120,60
BOOK 2,18/02/2021,BOFVIMA6,BOF,VIM,A,6,W,10,Dennstaedtiaceae,Pteridium,esculentum,1,100,40
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,N,1,Cyperaceae,Lepidosperma,gladiatum,1,40,30
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,N,2,Dennstaedtiaceae,Pteridium,esculentum,1,30,15
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,N,3,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,N,4,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,N,5,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,N,6,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,N,7,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,N,8,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,N,9,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,N,10,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,E,1,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,E,2,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,E,3,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,E,4,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,E,5,Dennstaedtiaceae,Pteridium,esculentum,1,70,40
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,E,6,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,E,7,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,E,8,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,E,9,Cyperaceae,Lepidosperma,gladiatum,1,20,10
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,E,10,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,S,1,Dennstaedtiaceae,Pteridium,esculentum,1,80,50
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,S,2,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,S,3,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,S,4,Cyperaceae,Lepidosperma,gladiatum,1,20,20
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,S,5,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,S,6,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,S,7,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,S,8,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,S,9,Cyperaceae,Lepidosperma,gladiatum,1,40,30
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,S,10,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,W,1,Cyperaceae,Lepidosperma,gladiatum,1,20,10
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,W,2,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,W,3,Cyperaceae,Lepidosperma,gladiatum,1,40,30
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,W,4,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,W,5,Cyperaceae,Lepidosperma,gladiatum,1,90,30
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,W,5,Dennstaedtiaceae,Pteridium,esculentum,1,60,40
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,W,6,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,W,7,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,W,8,Dennstaedtiaceae,Pteridium,esculentum,1,70,50
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,W,9,,,,,,
BOOK 2,18/02/2021,BOFVIMA7,BOF,VIM,A,7,W,10,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,N,1,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,N,2,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,N,3,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,N,4,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,N,5,Dennstaedtiaceae,Pteridium,esculentum,1,30,30
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,N,6,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,N,7,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,N,8,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,N,9,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,N,10,Dennstaedtiaceae,Pteridium,esculentum,1,15,15
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,E,1,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,E,2,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,E,3,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,E,4,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,E,5,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,E,6,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,E,7,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,E,8,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,E,9,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,E,10,Dennstaedtiaceae,Pteridium,esculentum,1,40,30
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,S,1,Dennstaedtiaceae,Pteridium,esculentum,1,50,30
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,S,2,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,S,3,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,S,4,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,S,5,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,S,6,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,S,7,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,S,8,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,S,9,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,S,10,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,W,1,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,W,2,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,W,3,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,W,4,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,W,5,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,W,6,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,W,7,Cyperaceae,Lepidosperma,gladiatum,1,100,40
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,W,8,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,W,9,,,,,,
BOOK 2,18/02/2021,BOFVIMA5,BOF,VIM,A,5,W,10,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,N,1,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,N,2,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,N,3,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,N,4,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,N,5,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,N,6,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,N,7,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,N,8,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,N,9,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,N,10,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,E,1,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,E,2,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,E,3,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,E,4,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,E,5,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,E,6,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,E,7,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,E,8,Laxmaniaceae,Lomandra,longifolia,1,90,40
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,E,9,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,E,10,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,S,1,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,S,2,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,S,3,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,S,4,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,S,5,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,S,6,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,S,7,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,S,8,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,S,9,Dennstaedtiaceae,Pteridium,esculentum,1,15,10
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,S,10,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,W,1,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,W,2,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,W,3,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,W,4,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,W,5,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,W,6,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,W,7,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,W,8,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,W,9,,,,,,
BOOK 2,19/02/2021,BOFVIMD1,BOF,VIM,D,1,W,10,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,N,1,Dennstaedtiaceae,Pteridium,esculentum,1,90,50
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,N,2,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,N,3,Dennstaedtiaceae,Pteridium,esculentum,1,100,100
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,N,4,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,N,5,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,N,6,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,N,7,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,N,8,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,N,9,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,N,10,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,E,1,Dennstaedtiaceae,Pteridium,esculentum,1,50,20
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,E,2,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,E,3,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,E,4,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,E,5,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,E,6,Dennstaedtiaceae,Pteridium,esculentum,1,100,50
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,E,7,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,E,8,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,E,9,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,E,10,Dennstaedtiaceae,Pteridium,esculentum,1,100,100
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,S,1,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,S,2,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,S,3,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,S,4,Dennstaedtiaceae,Pteridium,esculentum,1,100,100
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,S,5,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,S,6,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,S,7,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,S,8,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,S,9,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,S,10,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,W,1,Dennstaedtiaceae,Pteridium,esculentum,1,100,100
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,W,2,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,W,3,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,W,4,Cyperaceae,Lepidosperma,gladiatum,1,120,30
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,W,5,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,W,6,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,W,7,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,W,8,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,W,9,,,,,,
BOOK 2,19/02/2021,BOFVIMD2,BOF,VIM,D,2,W,10,,,,,,
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,N,1,Gleicheniaceae,Gleichenia,alpina,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,N,2,Gleicheniaceae,Gleichenia,alpina,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,N,3,Gleicheniaceae,Gleichenia,alpina,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,N,4,Gleicheniaceae,Gleichenia,alpina,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,N,5,Gleicheniaceae,Gleichenia,alpina,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,N,6,Gleicheniaceae,Gleichenia,alpina,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,N,7,Gleicheniaceae,Gleichenia,alpina,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,N,8,Gleicheniaceae,Gleichenia,alpina,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,N,9,Gleicheniaceae,Gleichenia,alpina,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,N,10,Gleicheniaceae,Gleichenia,alpina,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,E,1,Cyperaceae,Lepidosperma,gladiatum,1,120,30
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,E,1,Cyperaceae,Gahnia,grandis,1,100,50
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,E,2,Cyperaceae,Lepidosperma,gladiatum,1,120,30
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,E,3,Cyperaceae,Lepidosperma,gladiatum,1,120,30
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,E,3,Cyperaceae,Gahnia,grandis,1,100,50
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,E,4,Cyperaceae,Lepidosperma,gladiatum,1,120,30
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,E,4,Cyperaceae,Gahnia,grandis,1,100,50
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,E,5,Cyperaceae,Lepidosperma,gladiatum,1,120,30
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,E,5,Cyperaceae,Gahnia,grandis,1,100,50
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,E,6,Cyperaceae,Lepidosperma,gladiatum,1,120,30
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,E,6,Cyperaceae,Gahnia,grandis,1,100,50
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,E,7,Cyperaceae,Lepidosperma,gladiatum,1,120,30
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,E,7,Cyperaceae,Gahnia,grandis,1,100,50
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,E,8,Cyperaceae,Lepidosperma,gladiatum,1,120,30
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,E,8,Cyperaceae,Gahnia,grandis,1,100,50
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,E,9,Cyperaceae,Lepidosperma,gladiatum,1,120,30
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,E,10,Cyperaceae,Lepidosperma,gladiatum,1,120,30
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,S,1,Myrtaceae,Leptospermum,scoparium,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,S,2,Myrtaceae,Leptospermum,scoparium,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,S,3,Myrtaceae,Leptospermum,scoparium,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,S,4,Myrtaceae,Leptospermum,scoparium,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,S,5,Myrtaceae,Leptospermum,scoparium,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,S,6,Myrtaceae,Leptospermum,scoparium,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,S,7,Myrtaceae,Leptospermum,scoparium,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,S,8,Myrtaceae,Leptospermum,scoparium,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,S,9,Myrtaceae,Leptospermum,scoparium,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,S,10,Myrtaceae,Leptospermum,scoparium,1,100,100
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,W,1,,,,,,
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,W,2,,,,,,
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,W,3,,,,,,
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,W,4,,,,,,
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,W,5,,,,,,
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,W,6,,,,,,
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,W,7,,,,,,
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,W,8,,,,,,
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,W,9,,,,,,
BOOK 2,19/02/2021,BOFOVAE1,BOF,OVA,E,1,W,10,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,N,1,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,N,2,Cyperaceae,Lepidosperma,gladiatum,1,30,15
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,N,3,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,N,4,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,N,5,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,N,6,Cyperaceae,Lepidosperma,gladiatum,1,120,50
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,N,7,Dennstaedtiaceae,Pteridium,esculentum,1,15,10
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,N,8,Cyperaceae,Lepidosperma,gladiatum,1,90,80
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,N,9,Cyperaceae,Lepidosperma,gladiatum,1,60,50
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,N,10,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,E,1,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,E,2,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,E,3,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,E,4,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,E,5,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,E,6,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,E,7,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,E,8,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,E,9,Cyperaceae,Lepidosperma,gladiatum,1,60,50
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,E,10,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,S,1,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,S,2,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,S,3,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,S,4,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,S,5,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,S,6,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,S,7,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,S,8,Cyperaceae,Lepidosperma,gladiatum,1,120,50
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,S,9,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,S,10,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,W,1,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,W,2,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,W,3,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,W,4,Cyperaceae,Lepidosperma,gladiatum,1,30,20
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,W,5,Cyperaceae,Lepidosperma,gladiatum,1,30,20
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,W,6,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,W,7,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,W,8,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,W,9,,,,,,
BOOK 2,19/02/2021,BOFVIMF2,BOF,VIM,F,2,W,10,,,,,,
BOOK 2,19/02/2021,BOFVIMF3,BOF,VIM,F,3,N,1,Dennstaedtiaceae,Pteridium,esculentum,1,50,40
BOOK 2,19/02/2021,BOFVIMF3,BOF,VIM,F,3,N,2,,,,,,
BOOK 2,19/02/2021,BOFVIMF3,BOF,VIM,F,3,N,3,,,,,,
BOOK 2,19/02/2021,BOFVIMF3,BOF,VIM,F,3,N,4,Dennstaedtiaceae,Pteridium,esculentum,1,100,100
BOOK 2,19/02/2021,BOFVIMF3,BOF,VIM,F,3,N,5,Laxmaniaceae,Lomandra,longifolia,1,100,100
BOOK 2,19/02/2021,BOFVIMF3,BOF,VIM,F,3,N,5,Dennstaedtiaceae,Pteridium,esculentum,1,100,100
BOOK 2,19/02/2021,BOFVIMF3,BOF,VIM,F,3,N,5,Myrtaceae,Leptospermum,scoparium,1,100,100
BOOK 2,19/02/2021,BOFVIMF3,BOF,VIM,F,3,N,6,Laxmaniaceae,Lomandra,longifolia,1,100,100
BOOK 2,19/02/2021,BOFVIMF3,BOF,VIM,F,3,N,7,Dennstaedtiaceae,Pteridium,esculentum,1,100,100
BOOK 2,19/02/2021,BOFVIMF3,BOF,VIM,F,3,N,8,Cyperaceae,Lepidosperma,gladiatum,1,70,40
BOOK 2,19/02/2021,BOFVIMF3,BOF,VIM,F,3,N,9,Cyperaceae,Lepidosperma,gladiatum,1,100,70
